"close","high","low","open","startTime","time","volume"
549.4,561.34,514.895,528.385,"2020-11-28T00:00:00+00:00",1606521600000,68390.84146
589.47,590.58,541.97,549.4,"2020-11-29T00:00:00+00:00",1606608000000,347054.57437
644.63,644.63,585.33,589.56,"2020-11-30T00:00:00+00:00",1606694400000,1234032.91531
608.19,669.06,584.55,644.63,"2020-12-01T00:00:00+00:00",1606780800000,2802910.19535
621.83,629.34,596.48,608.19,"2020-12-02T00:00:00+00:00",1606867200000,971646.74026
640.61,650,607.47,621.83,"2020-12-03T00:00:00+00:00",1606953600000,874934.53846
586.71,644.68,584.82,640.61,"2020-12-04T00:00:00+00:00",1607040000000,897862.54475
617.08,617.98,580.07,586.71,"2020-12-05T00:00:00+00:00",1607126400000,557376.30868
623.5,629.66,602.85,617.08,"2020-12-06T00:00:00+00:00",1607212800000,589101.13732
610.79,625.1,603.5,623.5,"2020-12-07T00:00:00+00:00",1607299200000,493814.52924
569.16,615.7,563.85,610.79,"2020-12-08T00:00:00+00:00",1607385600000,1929459.28372
589.25,594.16,544.34,569.16,"2020-12-09T00:00:00+00:00",1607472000000,1971012.8787
573.69,591.14,562.99,589.25,"2020-12-10T00:00:00+00:00",1607558400000,2396028.78116
557.55,575.47,547.54,573.69,"2020-12-11T00:00:00+00:00",1607644800000,2871978.00238
583.5,589.33,556.52,557.55,"2020-12-12T00:00:00+00:00",1607731200000,876633.11301
611.97,615.52,578.37,582.98,"2020-12-13T00:00:00+00:00",1607817600000,773083.73715
604.64,611.97,594.1,611.97,"2020-12-14T00:00:00+00:00",1607904000000,3800183.04065
607.82,618.29,597.96,604.73,"2020-12-15T00:00:00+00:00",1607990400000,1110267.46935
668.73,670.48,598.3,607.82,"2020-12-16T00:00:00+00:00",1608076800000,8225884.57647
673.39,711.73,650,668.73,"2020-12-17T00:00:00+00:00",1608163200000,11691728.48741
687.75,697.67,659.3,673.39,"2020-12-18T00:00:00+00:00",1608249600000,4759163.72226
694.06,709.49,676.58,687.75,"2020-12-19T00:00:00+00:00",1608336000000,4504557.30149
668.11,696.53,649.39,694.06,"2020-12-20T00:00:00+00:00",1608422400000,3465459.08974
629.96,680.58,620,668.11,"2020-12-21T00:00:00+00:00",1608508800000,6501923.69445
661.34,662.72,606.22,629.96,"2020-12-22T00:00:00+00:00",1608595200000,8419956.80966
601.5,663.35,561.76,661.34,"2020-12-23T00:00:00+00:00",1608681600000,16499110.88416
630.94,633.78,579.03,601.5,"2020-12-24T00:00:00+00:00",1608768000000,8962281.06097
651.37,657.36,623.2,630.94,"2020-12-25T00:00:00+00:00",1608854400000,11626672.00357
665.44,682.5,639.4,651.37,"2020-12-26T00:00:00+00:00",1608940800000,9786511.39025
722.35,756.98,652.01,665.62,"2020-12-27T00:00:00+00:00",1609027200000,24450537.56487
767.68,787,719,722.35,"2020-12-28T00:00:00+00:00",1609113600000,19388624.08582
765.92,778.21,719.41,767.68,"2020-12-29T00:00:00+00:00",1609200000000,27495862.40093
790.04,795.37,750.31,765.92,"2020-12-30T00:00:00+00:00",1609286400000,12437220.71073
765.09,794.25,750,790.04,"2020-12-31T00:00:00+00:00",1609372800000,26538784.75201
756.5,782.59,740,765.09,"2021-01-01T00:00:00+00:00",1609459200000,11913679.12788
808.68,824.71,740,756.5,"2021-01-02T00:00:00+00:00",1609545600000,20300100.93148
1033.58,1074.88,804.36,808.68,"2021-01-03T00:00:00+00:00",1609632000000,50282000.53077
1097.31,1246.17,946.5,1033.58,"2021-01-04T00:00:00+00:00",1609718400000,100127751.63444
1159.01,1195,1024.16,1097.31,"2021-01-05T00:00:00+00:00",1609804800000,101379806.57163
1282.01,1286.9,1114.79,1159.01,"2021-01-06T00:00:00+00:00",1609891200000,61703481.94429
1304.54,1379,1220,1282.01,"2021-01-07T00:00:00+00:00",1609977600000,83168084.50169
1282,1359.87,1102,1304.54,"2021-01-08T00:00:00+00:00",1610064000000,116071410.28237
1342.4,1370,1234.3,1282,"2021-01-09T00:00:00+00:00",1610150400000,87985753.373
1305.9,1422,1211.1,1342.4,"2021-01-10T00:00:00+00:00",1610236800000,119496514.75552
1124.8,1309.7,944.9,1305.9,"2021-01-11T00:00:00+00:00",1610323200000,200607818.56187
1088.2,1198.5,1046.8,1124.8,"2021-01-12T00:00:00+00:00",1610409600000,80850868.4155
1179.7,1185.7,1021,1088.2,"2021-01-13T00:00:00+00:00",1610496000000,44595905.7759
1284.8,1300,1136.1,1179.7,"2021-01-14T00:00:00+00:00",1610582400000,43249574.9058
1218.2,1314.7,1116.6,1284.8,"2021-01-15T00:00:00+00:00",1610668800000,69588286.7772
1282.1,1357,1198,1218.2,"2021-01-16T00:00:00+00:00",1610755200000,49884125.8649
1286.3,1326,1209,1282.1,"2021-01-17T00:00:00+00:00",1610841600000,40016466.02
1320.8,1323.2,1231.9,1286.3,"2021-01-18T00:00:00+00:00",1610928000000,38251367.0063
1427.7,1530.8,1314.1,1320.8,"2021-01-19T00:00:00+00:00",1611014400000,113535680.7072
1428.4,1473.1,1274.9,1427.7,"2021-01-20T00:00:00+00:00",1611100800000,80110431.4173
1131.8,1440.5,1104.7,1428.4,"2021-01-21T00:00:00+00:00",1611187200000,69775073.4825
