"future","rate","time"
"DEFI-PERP",-0.000193,"2020-06-25T21:00:00+00:00"
"DEFI-PERP",-0.00012,"2020-06-25T20:00:00+00:00"
"DEFI-PERP",-0.000127,"2020-06-25T19:00:00+00:00"
"DEFI-PERP",-0.000131,"2020-06-25T18:00:00+00:00"
"DEFI-PERP",-0.000123,"2020-06-25T17:00:00+00:00"
"DEFI-PERP",-0.000097,"2020-06-25T16:00:00+00:00"
"DEFI-PERP",-0.000124,"2020-06-25T15:00:00+00:00"
"DEFI-PERP",-0.000134,"2020-06-25T14:00:00+00:00"
"DEFI-PERP",-0.000126,"2020-06-25T13:00:00+00:00"
"DEFI-PERP",-0.00008,"2020-06-25T12:00:00+00:00"
"DEFI-PERP",-0.000087,"2020-06-25T11:00:00+00:00"
"DEFI-PERP",-0.000131,"2020-06-25T10:00:00+00:00"
"DEFI-PERP",-0.000165,"2020-06-25T09:00:00+00:00"
"DEFI-PERP",-0.00017,"2020-06-25T08:00:00+00:00"
"DEFI-PERP",-0.000183,"2020-06-25T07:00:00+00:00"
"DEFI-PERP",-0.000233,"2020-06-25T06:00:00+00:00"
"DEFI-PERP",-0.000247,"2020-06-25T05:00:00+00:00"
"DEFI-PERP",-0.000219,"2020-06-25T04:00:00+00:00"
"DEFI-PERP",-0.000166,"2020-06-25T03:00:00+00:00"
"DEFI-PERP",-0.000116,"2020-06-25T02:00:00+00:00"
"DEFI-PERP",-0.000145,"2020-06-25T01:00:00+00:00"
"DEFI-PERP",-0.000135,"2020-06-25T00:00:00+00:00"
"DEFI-PERP",-0.000211,"2020-06-24T23:00:00+00:00"
"DEFI-PERP",-0.000195,"2020-06-24T22:00:00+00:00"
"DEFI-PERP",-0.000235,"2020-06-24T21:00:00+00:00"
"DEFI-PERP",-0.00021,"2020-06-24T20:00:00+00:00"
"DEFI-PERP",-0.000226,"2020-06-24T19:00:00+00:00"
"DEFI-PERP",-0.000324,"2020-06-24T18:00:00+00:00"
"DEFI-PERP",-0.000233,"2020-06-24T17:00:00+00:00"
"DEFI-PERP",-0.000173,"2020-06-24T16:00:00+00:00"
"DEFI-PERP",-0.000039,"2020-06-24T15:00:00+00:00"
"DEFI-PERP",-0.000084,"2020-06-24T14:00:00+00:00"
"DEFI-PERP",-0.000117,"2020-06-24T13:00:00+00:00"
"DEFI-PERP",-0.000195,"2020-06-24T12:00:00+00:00"
"DEFI-PERP",0.000006,"2020-06-24T11:00:00+00:00"
"DEFI-PERP",-0.00011,"2020-06-24T10:00:00+00:00"
"DEFI-PERP",-0.000063,"2020-06-24T09:00:00+00:00"
"DEFI-PERP",-0.000048,"2020-06-24T08:00:00+00:00"
"DEFI-PERP",-0.000116,"2020-06-24T07:00:00+00:00"
"DEFI-PERP",-0.000174,"2020-06-24T06:00:00+00:00"
"DEFI-PERP",-0.000214,"2020-06-24T05:00:00+00:00"
"DEFI-PERP",-0.000302,"2020-06-24T04:00:00+00:00"
"DEFI-PERP",-0.000234,"2020-06-24T03:00:00+00:00"
"DEFI-PERP",-0.000299,"2020-06-24T02:00:00+00:00"
"DEFI-PERP",-0.000229,"2020-06-24T01:00:00+00:00"
"DEFI-PERP",-0.000184,"2020-06-24T00:00:00+00:00"
"DEFI-PERP",0.000035,"2020-06-23T23:00:00+00:00"
"DEFI-PERP",-0.000101,"2020-06-23T22:00:00+00:00"
"DEFI-PERP",-0.00012,"2020-06-23T21:00:00+00:00"
"DEFI-PERP",-0.000049,"2020-06-23T20:00:00+00:00"
"DEFI-PERP",-0.000118,"2020-06-23T19:00:00+00:00"
"DEFI-PERP",-0.000103,"2020-06-23T18:00:00+00:00"
"DEFI-PERP",-0.000171,"2020-06-23T17:00:00+00:00"
"DEFI-PERP",-0.000118,"2020-06-23T16:00:00+00:00"
"DEFI-PERP",-0.000321,"2020-06-23T15:00:00+00:00"
"DEFI-PERP",-0.000296,"2020-06-23T14:00:00+00:00"
"DEFI-PERP",-0.000297,"2020-06-23T13:00:00+00:00"
"DEFI-PERP",-0.000297,"2020-06-23T12:00:00+00:00"
"DEFI-PERP",-0.000314,"2020-06-23T11:00:00+00:00"
"DEFI-PERP",-0.000295,"2020-06-23T10:00:00+00:00"
"DEFI-PERP",-0.000185,"2020-06-23T09:00:00+00:00"
"DEFI-PERP",-0.000314,"2020-06-23T08:00:00+00:00"
"DEFI-PERP",-0.000476,"2020-06-23T07:00:00+00:00"
"DEFI-PERP",-0.000204,"2020-06-23T06:00:00+00:00"
"DEFI-PERP",-0.000319,"2020-06-23T05:00:00+00:00"
"DEFI-PERP",-0.000301,"2020-06-23T04:00:00+00:00"
"DEFI-PERP",-0.000325,"2020-06-23T03:00:00+00:00"
"DEFI-PERP",-0.000229,"2020-06-23T02:00:00+00:00"
"DEFI-PERP",-0.000107,"2020-06-23T01:00:00+00:00"
"DEFI-PERP",-0.000127,"2020-06-23T00:00:00+00:00"
"DEFI-PERP",-0.000155,"2020-06-22T23:00:00+00:00"
"DEFI-PERP",-0.000396,"2020-06-22T22:00:00+00:00"
"DEFI-PERP",-0.000396,"2020-06-22T21:00:00+00:00"
"DEFI-PERP",-0.000371,"2020-06-22T20:00:00+00:00"
"DEFI-PERP",-0.000439,"2020-06-22T19:00:00+00:00"
"DEFI-PERP",-0.00049,"2020-06-22T18:00:00+00:00"
"DEFI-PERP",-0.000524,"2020-06-22T17:00:00+00:00"
"DEFI-PERP",-0.000522,"2020-06-22T16:00:00+00:00"
"DEFI-PERP",-0.000478,"2020-06-22T15:00:00+00:00"
"DEFI-PERP",-0.000418,"2020-06-22T14:00:00+00:00"
"DEFI-PERP",-0.00045,"2020-06-22T13:00:00+00:00"
"DEFI-PERP",-0.000388,"2020-06-22T12:00:00+00:00"
"DEFI-PERP",-0.000289,"2020-06-22T11:00:00+00:00"
"DEFI-PERP",-0.00047,"2020-06-22T10:00:00+00:00"
"DEFI-PERP",-0.000329,"2020-06-22T09:00:00+00:00"
"DEFI-PERP",-0.000234,"2020-06-22T08:00:00+00:00"
"DEFI-PERP",-0.000394,"2020-06-22T07:00:00+00:00"
"DEFI-PERP",-0.000518,"2020-06-22T06:00:00+00:00"
"DEFI-PERP",-0.000381,"2020-06-22T05:00:00+00:00"
"DEFI-PERP",-0.000507,"2020-06-22T04:00:00+00:00"
"DEFI-PERP",-0.000262,"2020-06-22T03:00:00+00:00"
"DEFI-PERP",-0.000256,"2020-06-22T02:00:00+00:00"
"DEFI-PERP",-0.000369,"2020-06-22T01:00:00+00:00"
"DEFI-PERP",-0.000369,"2020-06-22T00:00:00+00:00"
"DEFI-PERP",-0.000379,"2020-06-21T23:00:00+00:00"
"DEFI-PERP",-0.000308,"2020-06-21T22:00:00+00:00"
"DEFI-PERP",-0.000355,"2020-06-21T21:00:00+00:00"
"DEFI-PERP",-0.000365,"2020-06-21T20:00:00+00:00"
"DEFI-PERP",-0.000177,"2020-06-21T19:00:00+00:00"
"DEFI-PERP",-0.000295,"2020-06-21T18:00:00+00:00"
"DEFI-PERP",-0.000032,"2020-06-21T17:00:00+00:00"
"DEFI-PERP",-0.000082,"2020-06-21T16:00:00+00:00"
"DEFI-PERP",0.000052,"2020-06-21T15:00:00+00:00"
"DEFI-PERP",-0.00025,"2020-06-21T14:00:00+00:00"
"DEFI-PERP",-0.000363,"2020-06-21T13:00:00+00:00"
"DEFI-PERP",-0.000262,"2020-06-21T12:00:00+00:00"
"DEFI-PERP",-0.000222,"2020-06-21T11:00:00+00:00"
"DEFI-PERP",-0.000171,"2020-06-21T10:00:00+00:00"
"DEFI-PERP",-0.000108,"2020-06-21T09:00:00+00:00"
"DEFI-PERP",-0.000132,"2020-06-21T08:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-06-21T07:00:00+00:00"
"DEFI-PERP",-0.000184,"2020-06-21T06:00:00+00:00"
"DEFI-PERP",-0.000198,"2020-06-21T05:00:00+00:00"
"DEFI-PERP",0.000053,"2020-06-21T04:00:00+00:00"
"DEFI-PERP",-0.000079,"2020-06-21T03:00:00+00:00"
"DEFI-PERP",-0.000005,"2020-06-21T02:00:00+00:00"
"DEFI-PERP",0.000029,"2020-06-21T01:00:00+00:00"
"DEFI-PERP",-0.000099,"2020-06-21T00:00:00+00:00"
"DEFI-PERP",-0.000017,"2020-06-20T23:00:00+00:00"
"DEFI-PERP",0.000034,"2020-06-20T22:00:00+00:00"
"DEFI-PERP",-0.00024,"2020-06-20T21:00:00+00:00"
"DEFI-PERP",-0.000329,"2020-06-20T20:00:00+00:00"
"DEFI-PERP",-0.000219,"2020-06-20T19:00:00+00:00"
"DEFI-PERP",-0.000229,"2020-06-20T18:00:00+00:00"
"DEFI-PERP",-0.00021,"2020-06-20T17:00:00+00:00"
"DEFI-PERP",-0.000225,"2020-06-20T16:00:00+00:00"
"DEFI-PERP",-0.000098,"2020-06-20T15:00:00+00:00"
"DEFI-PERP",-0.000146,"2020-06-20T14:00:00+00:00"
"DEFI-PERP",-0.000158,"2020-06-20T13:00:00+00:00"
"DEFI-PERP",-0.000232,"2020-06-20T12:00:00+00:00"
"DEFI-PERP",-0.000375,"2020-06-20T11:00:00+00:00"
"DEFI-PERP",-0.000386,"2020-06-20T10:00:00+00:00"
"DEFI-PERP",-0.000352,"2020-06-20T09:00:00+00:00"
"DEFI-PERP",-0.000177,"2020-06-20T08:00:00+00:00"
"DEFI-PERP",-0.000495,"2020-06-20T07:00:00+00:00"
"DEFI-PERP",-0.000525,"2020-06-20T06:00:00+00:00"
"DEFI-PERP",-0.000491,"2020-06-20T05:00:00+00:00"
"DEFI-PERP",-0.000503,"2020-06-20T04:00:00+00:00"
"DEFI-PERP",-0.000534,"2020-06-20T03:00:00+00:00"
"DEFI-PERP",-0.000487,"2020-06-20T02:00:00+00:00"
"DEFI-PERP",-0.00046,"2020-06-20T01:00:00+00:00"
"DEFI-PERP",-0.000635,"2020-06-20T00:00:00+00:00"
"DEFI-PERP",-0.000652,"2020-06-19T23:00:00+00:00"
"DEFI-PERP",-0.000551,"2020-06-19T22:00:00+00:00"
"DEFI-PERP",-0.000511,"2020-06-19T21:00:00+00:00"
"DEFI-PERP",-0.000481,"2020-06-19T20:00:00+00:00"
"DEFI-PERP",-0.000532,"2020-06-19T19:00:00+00:00"
"DEFI-PERP",-0.000615,"2020-06-19T18:00:00+00:00"
"DEFI-PERP",-0.000637,"2020-06-19T17:00:00+00:00"
"DEFI-PERP",-0.000414,"2020-06-19T16:00:00+00:00"
"DEFI-PERP",-0.000201,"2020-06-19T15:00:00+00:00"
"DEFI-PERP",-0.000109,"2020-06-19T14:00:00+00:00"
"DEFI-PERP",-0.000229,"2020-06-19T13:00:00+00:00"
"DEFI-PERP",-0.000276,"2020-06-19T12:00:00+00:00"
"DEFI-PERP",-0.000242,"2020-06-19T11:00:00+00:00"
"DEFI-PERP",-0.000172,"2020-06-19T10:00:00+00:00"
"DEFI-PERP",-0.000212,"2020-06-19T09:00:00+00:00"
"DEFI-PERP",-0.000049,"2020-06-19T08:00:00+00:00"
"DEFI-PERP",-0.000092,"2020-06-19T07:00:00+00:00"
"DEFI-PERP",-0.000118,"2020-06-19T06:00:00+00:00"
"DEFI-PERP",-0.000169,"2020-06-19T05:00:00+00:00"
"DEFI-PERP",-0.000129,"2020-06-19T04:00:00+00:00"
"DEFI-PERP",-0.000015,"2020-06-19T03:00:00+00:00"
"DEFI-PERP",0.000101,"2020-06-19T02:00:00+00:00"
"DEFI-PERP",-0.00004,"2020-06-19T01:00:00+00:00"
"DEFI-PERP",-0.00005,"2020-06-19T00:00:00+00:00"
"DEFI-PERP",-0.000036,"2020-06-18T23:00:00+00:00"
"DEFI-PERP",-0.000031,"2020-06-18T22:00:00+00:00"
"DEFI-PERP",0.000095,"2020-06-18T21:00:00+00:00"
"DEFI-PERP",-0.00012,"2020-06-18T20:00:00+00:00"
"DEFI-PERP",-0.001688,"2020-06-18T19:00:00+00:00"
"DEFI-PERP",0,"2020-06-18T18:00:00+00:00"
"DEFI-PERP",0,"2020-06-18T17:00:00+00:00"
"DEFI-PERP",-0.00011,"2020-07-16T17:00:00+00:00"
"DEFI-PERP",-0.000105,"2020-07-16T16:00:00+00:00"
"DEFI-PERP",-0.000113,"2020-07-16T15:00:00+00:00"
"DEFI-PERP",-0.000087,"2020-07-16T14:00:00+00:00"
"DEFI-PERP",-0.000097,"2020-07-16T13:00:00+00:00"
"DEFI-PERP",-0.000096,"2020-07-16T12:00:00+00:00"
"DEFI-PERP",-0.000098,"2020-07-16T11:00:00+00:00"
"DEFI-PERP",-0.00008,"2020-07-16T10:00:00+00:00"
"DEFI-PERP",-0.000091,"2020-07-16T09:00:00+00:00"
"DEFI-PERP",-0.000128,"2020-07-16T08:00:00+00:00"
"DEFI-PERP",-0.000161,"2020-07-16T07:00:00+00:00"
"DEFI-PERP",-0.000167,"2020-07-16T06:00:00+00:00"
"DEFI-PERP",-0.000167,"2020-07-16T05:00:00+00:00"
"DEFI-PERP",-0.000156,"2020-07-16T04:00:00+00:00"
"DEFI-PERP",-0.000146,"2020-07-16T03:00:00+00:00"
"DEFI-PERP",-0.00013,"2020-07-16T02:00:00+00:00"
"DEFI-PERP",-0.000131,"2020-07-16T01:00:00+00:00"
"DEFI-PERP",-0.000148,"2020-07-16T00:00:00+00:00"
"DEFI-PERP",-0.000159,"2020-07-15T23:00:00+00:00"
"DEFI-PERP",-0.000183,"2020-07-15T22:00:00+00:00"
"DEFI-PERP",-0.000179,"2020-07-15T21:00:00+00:00"
"DEFI-PERP",-0.000184,"2020-07-15T20:00:00+00:00"
"DEFI-PERP",-0.000173,"2020-07-15T19:00:00+00:00"
"DEFI-PERP",-0.000179,"2020-07-15T18:00:00+00:00"
"DEFI-PERP",-0.000125,"2020-07-15T17:00:00+00:00"
"DEFI-PERP",-0.000163,"2020-07-15T16:00:00+00:00"
"DEFI-PERP",-0.000144,"2020-07-15T15:00:00+00:00"
"DEFI-PERP",-0.00009,"2020-07-15T14:00:00+00:00"
"DEFI-PERP",-0.000061,"2020-07-15T13:00:00+00:00"
"DEFI-PERP",-0.000061,"2020-07-15T12:00:00+00:00"
"DEFI-PERP",-0.000061,"2020-07-15T11:00:00+00:00"
"DEFI-PERP",-0.000078,"2020-07-15T10:00:00+00:00"
"DEFI-PERP",-0.000085,"2020-07-15T09:00:00+00:00"
"DEFI-PERP",-0.000095,"2020-07-15T08:00:00+00:00"
"DEFI-PERP",-0.000097,"2020-07-15T07:00:00+00:00"
"DEFI-PERP",-0.000094,"2020-07-15T06:00:00+00:00"
"DEFI-PERP",-0.000104,"2020-07-15T05:00:00+00:00"
"DEFI-PERP",-0.000093,"2020-07-15T04:00:00+00:00"
"DEFI-PERP",-0.000101,"2020-07-15T03:00:00+00:00"
"DEFI-PERP",-0.000097,"2020-07-15T02:00:00+00:00"
"DEFI-PERP",-0.00021,"2020-07-15T01:00:00+00:00"
"DEFI-PERP",-0.000177,"2020-07-15T00:00:00+00:00"
"DEFI-PERP",-0.000198,"2020-07-14T23:00:00+00:00"
"DEFI-PERP",-0.000195,"2020-07-14T22:00:00+00:00"
"DEFI-PERP",-0.000186,"2020-07-14T21:00:00+00:00"
"DEFI-PERP",-0.000139,"2020-07-14T20:00:00+00:00"
"DEFI-PERP",-0.000136,"2020-07-14T19:00:00+00:00"
"DEFI-PERP",-0.000142,"2020-07-14T18:00:00+00:00"
"DEFI-PERP",-0.000149,"2020-07-14T17:00:00+00:00"
"DEFI-PERP",-0.000158,"2020-07-14T16:00:00+00:00"
"DEFI-PERP",-0.00017,"2020-07-14T15:00:00+00:00"
"DEFI-PERP",-0.000139,"2020-07-14T14:00:00+00:00"
"DEFI-PERP",-0.000137,"2020-07-14T13:00:00+00:00"
"DEFI-PERP",-0.000073,"2020-07-14T12:00:00+00:00"
"DEFI-PERP",-0.000177,"2020-07-14T11:00:00+00:00"
"DEFI-PERP",-0.000185,"2020-07-14T10:00:00+00:00"
"DEFI-PERP",-0.000195,"2020-07-14T09:00:00+00:00"
"DEFI-PERP",-0.000199,"2020-07-14T08:00:00+00:00"
"DEFI-PERP",-0.000201,"2020-07-14T07:00:00+00:00"
"DEFI-PERP",-0.000213,"2020-07-14T06:00:00+00:00"
"DEFI-PERP",-0.000257,"2020-07-14T05:00:00+00:00"
"DEFI-PERP",-0.000221,"2020-07-14T04:00:00+00:00"
"DEFI-PERP",-0.000214,"2020-07-14T03:00:00+00:00"
"DEFI-PERP",-0.000174,"2020-07-14T02:00:00+00:00"
"DEFI-PERP",-0.000102,"2020-07-14T01:00:00+00:00"
"DEFI-PERP",-0.000128,"2020-07-14T00:00:00+00:00"
"DEFI-PERP",-0.000156,"2020-07-13T23:00:00+00:00"
"DEFI-PERP",-0.000104,"2020-07-13T22:00:00+00:00"
"DEFI-PERP",-0.000089,"2020-07-13T21:00:00+00:00"
"DEFI-PERP",0.00002,"2020-07-13T20:00:00+00:00"
"DEFI-PERP",0.000024,"2020-07-13T19:00:00+00:00"
"DEFI-PERP",0.000025,"2020-07-13T18:00:00+00:00"
"DEFI-PERP",0.000002,"2020-07-13T17:00:00+00:00"
"DEFI-PERP",0.000045,"2020-07-13T16:00:00+00:00"
"DEFI-PERP",0.000034,"2020-07-13T15:00:00+00:00"
"DEFI-PERP",0.000023,"2020-07-13T14:00:00+00:00"
"DEFI-PERP",0.000035,"2020-07-13T13:00:00+00:00"
"DEFI-PERP",0.000035,"2020-07-13T12:00:00+00:00"
"DEFI-PERP",0.00008,"2020-07-13T11:00:00+00:00"
"DEFI-PERP",0.000021,"2020-07-13T10:00:00+00:00"
"DEFI-PERP",0.00006,"2020-07-13T09:00:00+00:00"
"DEFI-PERP",0.000064,"2020-07-13T08:00:00+00:00"
"DEFI-PERP",0.000052,"2020-07-13T07:00:00+00:00"
"DEFI-PERP",0.000056,"2020-07-13T06:00:00+00:00"
"DEFI-PERP",0.00006,"2020-07-13T05:00:00+00:00"
"DEFI-PERP",0.000041,"2020-07-13T04:00:00+00:00"
"DEFI-PERP",0.000065,"2020-07-13T03:00:00+00:00"
"DEFI-PERP",0.000103,"2020-07-13T02:00:00+00:00"
"DEFI-PERP",0.0001,"2020-07-13T01:00:00+00:00"
"DEFI-PERP",0.000107,"2020-07-13T00:00:00+00:00"
"DEFI-PERP",0.000112,"2020-07-12T23:00:00+00:00"
"DEFI-PERP",0.000091,"2020-07-12T22:00:00+00:00"
"DEFI-PERP",0.000086,"2020-07-12T21:00:00+00:00"
"DEFI-PERP",0.000099,"2020-07-12T20:00:00+00:00"
"DEFI-PERP",0.000098,"2020-07-12T19:00:00+00:00"
"DEFI-PERP",0.000107,"2020-07-12T18:00:00+00:00"
"DEFI-PERP",0.000113,"2020-07-12T17:00:00+00:00"
"DEFI-PERP",0.000109,"2020-07-12T16:00:00+00:00"
"DEFI-PERP",0.000101,"2020-07-12T15:00:00+00:00"
"DEFI-PERP",0.000132,"2020-07-12T14:00:00+00:00"
"DEFI-PERP",0.000096,"2020-07-12T13:00:00+00:00"
"DEFI-PERP",0.000115,"2020-07-12T12:00:00+00:00"
"DEFI-PERP",0.000085,"2020-07-12T11:00:00+00:00"
"DEFI-PERP",0.000038,"2020-07-12T10:00:00+00:00"
"DEFI-PERP",0.000048,"2020-07-12T09:00:00+00:00"
"DEFI-PERP",0.000065,"2020-07-12T08:00:00+00:00"
"DEFI-PERP",0.000069,"2020-07-12T07:00:00+00:00"
"DEFI-PERP",0.000062,"2020-07-12T06:00:00+00:00"
"DEFI-PERP",0.000074,"2020-07-12T05:00:00+00:00"
"DEFI-PERP",0.000075,"2020-07-12T04:00:00+00:00"
"DEFI-PERP",0.00009,"2020-07-12T03:00:00+00:00"
"DEFI-PERP",0.000091,"2020-07-12T02:00:00+00:00"
"DEFI-PERP",0.000104,"2020-07-12T01:00:00+00:00"
"DEFI-PERP",0.000071,"2020-07-12T00:00:00+00:00"
"DEFI-PERP",0.000048,"2020-07-11T23:00:00+00:00"
"DEFI-PERP",0.000037,"2020-07-11T22:00:00+00:00"
"DEFI-PERP",0.000045,"2020-07-11T21:00:00+00:00"
"DEFI-PERP",0.000066,"2020-07-11T20:00:00+00:00"
"DEFI-PERP",0.000059,"2020-07-11T19:00:00+00:00"
"DEFI-PERP",0.000054,"2020-07-11T18:00:00+00:00"
"DEFI-PERP",0.000052,"2020-07-11T17:00:00+00:00"
"DEFI-PERP",0.000051,"2020-07-11T16:00:00+00:00"
"DEFI-PERP",0.000041,"2020-07-11T15:00:00+00:00"
"DEFI-PERP",0.00001,"2020-07-11T14:00:00+00:00"
"DEFI-PERP",0.000013,"2020-07-11T13:00:00+00:00"
"DEFI-PERP",-0.000005,"2020-07-11T12:00:00+00:00"
"DEFI-PERP",-0.000008,"2020-07-11T11:00:00+00:00"
"DEFI-PERP",0.00001,"2020-07-11T10:00:00+00:00"
"DEFI-PERP",0.000024,"2020-07-11T09:00:00+00:00"
"DEFI-PERP",0.000043,"2020-07-11T08:00:00+00:00"
"DEFI-PERP",0.000044,"2020-07-11T07:00:00+00:00"
"DEFI-PERP",0.000029,"2020-07-11T06:00:00+00:00"
"DEFI-PERP",0.000009,"2020-07-11T05:00:00+00:00"
"DEFI-PERP",0.000007,"2020-07-11T04:00:00+00:00"
"DEFI-PERP",0,"2020-07-11T03:00:00+00:00"
"DEFI-PERP",-0.000005,"2020-07-11T02:00:00+00:00"
"DEFI-PERP",0.000009,"2020-07-11T01:00:00+00:00"
"DEFI-PERP",-0.000002,"2020-07-11T00:00:00+00:00"
"DEFI-PERP",0.000013,"2020-07-10T23:00:00+00:00"
"DEFI-PERP",0.000002,"2020-07-10T22:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-07-10T21:00:00+00:00"
"DEFI-PERP",-0.000001,"2020-07-10T20:00:00+00:00"
"DEFI-PERP",-0.000001,"2020-07-10T19:00:00+00:00"
"DEFI-PERP",0.000008,"2020-07-10T18:00:00+00:00"
"DEFI-PERP",0.000011,"2020-07-10T17:00:00+00:00"
"DEFI-PERP",-0.000026,"2020-07-10T16:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-07-10T15:00:00+00:00"
"DEFI-PERP",-0.000032,"2020-07-10T14:00:00+00:00"
"DEFI-PERP",-0.000057,"2020-07-10T13:00:00+00:00"
"DEFI-PERP",-0.00004,"2020-07-10T12:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-07-10T11:00:00+00:00"
"DEFI-PERP",-0.000047,"2020-07-10T10:00:00+00:00"
"DEFI-PERP",-0.00003,"2020-07-10T09:00:00+00:00"
"DEFI-PERP",-0.00004,"2020-07-10T08:00:00+00:00"
"DEFI-PERP",-0.000018,"2020-07-10T07:00:00+00:00"
"DEFI-PERP",-0.000032,"2020-07-10T06:00:00+00:00"
"DEFI-PERP",-0.000032,"2020-07-10T05:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-07-10T04:00:00+00:00"
"DEFI-PERP",-0.000034,"2020-07-10T03:00:00+00:00"
"DEFI-PERP",-0.000024,"2020-07-10T02:00:00+00:00"
"DEFI-PERP",-0.000024,"2020-07-10T01:00:00+00:00"
"DEFI-PERP",-0.000021,"2020-07-10T00:00:00+00:00"
"DEFI-PERP",-0.000006,"2020-07-09T23:00:00+00:00"
"DEFI-PERP",-0.000016,"2020-07-09T22:00:00+00:00"
"DEFI-PERP",-0.000028,"2020-07-09T21:00:00+00:00"
"DEFI-PERP",-0.000053,"2020-07-09T20:00:00+00:00"
"DEFI-PERP",-0.000074,"2020-07-09T19:00:00+00:00"
"DEFI-PERP",-0.000057,"2020-07-09T18:00:00+00:00"
"DEFI-PERP",-0.000059,"2020-07-09T17:00:00+00:00"
"DEFI-PERP",-0.000019,"2020-07-09T16:00:00+00:00"
"DEFI-PERP",-0.000047,"2020-07-09T15:00:00+00:00"
"DEFI-PERP",-0.000068,"2020-07-09T14:00:00+00:00"
"DEFI-PERP",-0.00007,"2020-07-09T13:00:00+00:00"
"DEFI-PERP",-0.00001,"2020-07-09T12:00:00+00:00"
"DEFI-PERP",0.000029,"2020-07-09T11:00:00+00:00"
"DEFI-PERP",0.000117,"2020-07-09T10:00:00+00:00"
"DEFI-PERP",0.000098,"2020-07-09T09:00:00+00:00"
"DEFI-PERP",0.000096,"2020-07-09T08:00:00+00:00"
"DEFI-PERP",0.000086,"2020-07-09T07:00:00+00:00"
"DEFI-PERP",-0.000018,"2020-07-09T06:00:00+00:00"
"DEFI-PERP",0.000071,"2020-07-09T05:00:00+00:00"
"DEFI-PERP",0.000068,"2020-07-09T04:00:00+00:00"
"DEFI-PERP",0.0001,"2020-07-09T03:00:00+00:00"
"DEFI-PERP",0.000092,"2020-07-09T02:00:00+00:00"
"DEFI-PERP",0.000076,"2020-07-09T01:00:00+00:00"
"DEFI-PERP",0.000075,"2020-07-09T00:00:00+00:00"
"DEFI-PERP",0.000065,"2020-07-08T23:00:00+00:00"
"DEFI-PERP",0.00007,"2020-07-08T22:00:00+00:00"
"DEFI-PERP",0.000084,"2020-07-08T21:00:00+00:00"
"DEFI-PERP",0.000112,"2020-07-08T20:00:00+00:00"
"DEFI-PERP",0.000057,"2020-07-08T19:00:00+00:00"
"DEFI-PERP",-0.000032,"2020-07-08T18:00:00+00:00"
"DEFI-PERP",-0.000054,"2020-07-08T17:00:00+00:00"
"DEFI-PERP",-0.000052,"2020-07-08T16:00:00+00:00"
"DEFI-PERP",-0.000034,"2020-07-08T15:00:00+00:00"
"DEFI-PERP",-0.00005,"2020-07-08T14:00:00+00:00"
"DEFI-PERP",-0.000073,"2020-07-08T13:00:00+00:00"
"DEFI-PERP",-0.00003,"2020-07-08T12:00:00+00:00"
"DEFI-PERP",0.000047,"2020-07-08T11:00:00+00:00"
"DEFI-PERP",0.000134,"2020-07-08T10:00:00+00:00"
"DEFI-PERP",0.000225,"2020-07-08T09:00:00+00:00"
"DEFI-PERP",0.000077,"2020-07-08T08:00:00+00:00"
"DEFI-PERP",0.000016,"2020-07-08T07:00:00+00:00"
"DEFI-PERP",0.000124,"2020-07-08T06:00:00+00:00"
"DEFI-PERP",0.0002,"2020-07-08T05:00:00+00:00"
"DEFI-PERP",0.000173,"2020-07-08T04:00:00+00:00"
"DEFI-PERP",0.000166,"2020-07-08T03:00:00+00:00"
"DEFI-PERP",0.00016,"2020-07-08T02:00:00+00:00"
"DEFI-PERP",0.000158,"2020-07-08T01:00:00+00:00"
"DEFI-PERP",0.000138,"2020-07-08T00:00:00+00:00"
"DEFI-PERP",0.000108,"2020-07-07T23:00:00+00:00"
"DEFI-PERP",0.000054,"2020-07-07T22:00:00+00:00"
"DEFI-PERP",-0.000021,"2020-07-07T21:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-07-07T20:00:00+00:00"
"DEFI-PERP",-0.000004,"2020-07-07T19:00:00+00:00"
"DEFI-PERP",-0.000012,"2020-07-07T18:00:00+00:00"
"DEFI-PERP",0.000027,"2020-07-07T17:00:00+00:00"
"DEFI-PERP",0.000008,"2020-07-07T16:00:00+00:00"
"DEFI-PERP",0.000033,"2020-07-07T15:00:00+00:00"
"DEFI-PERP",0.000007,"2020-07-07T14:00:00+00:00"
"DEFI-PERP",0.000036,"2020-07-07T13:00:00+00:00"
"DEFI-PERP",-0.000004,"2020-07-07T12:00:00+00:00"
"DEFI-PERP",0.000049,"2020-07-07T11:00:00+00:00"
"DEFI-PERP",0.000055,"2020-07-07T10:00:00+00:00"
"DEFI-PERP",-0.000019,"2020-07-07T09:00:00+00:00"
"DEFI-PERP",-0.000002,"2020-07-07T08:00:00+00:00"
"DEFI-PERP",0.000014,"2020-07-07T07:00:00+00:00"
"DEFI-PERP",-0.000027,"2020-07-07T06:00:00+00:00"
"DEFI-PERP",-0.000037,"2020-07-07T05:00:00+00:00"
"DEFI-PERP",0.000004,"2020-07-07T04:00:00+00:00"
