"future","rate","time"
"DEFI-PERP",-0.000071,"2020-08-20T04:00:00+00:00"
"DEFI-PERP",0,"2020-08-20T03:00:00+00:00"
"DEFI-PERP",0.000056,"2020-08-20T02:00:00+00:00"
"DEFI-PERP",-0.000058,"2020-08-20T01:00:00+00:00"
"DEFI-PERP",-0.000065,"2020-08-20T00:00:00+00:00"
"DEFI-PERP",-0.000075,"2020-08-19T23:00:00+00:00"
"DEFI-PERP",-0.00002,"2020-08-19T22:00:00+00:00"
"DEFI-PERP",-0.000088,"2020-08-19T21:00:00+00:00"
"DEFI-PERP",-0.000006,"2020-08-19T20:00:00+00:00"
"DEFI-PERP",-0.000024,"2020-08-19T19:00:00+00:00"
"DEFI-PERP",-0.000127,"2020-08-19T18:00:00+00:00"
"DEFI-PERP",-0.000227,"2020-08-19T17:00:00+00:00"
"DEFI-PERP",-0.000205,"2020-08-19T16:00:00+00:00"
"DEFI-PERP",-0.00001,"2020-08-19T15:00:00+00:00"
"DEFI-PERP",0.000032,"2020-08-19T14:00:00+00:00"
"DEFI-PERP",0.000003,"2020-08-19T13:00:00+00:00"
"DEFI-PERP",0.000041,"2020-08-19T12:00:00+00:00"
"DEFI-PERP",-0.000046,"2020-08-19T11:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-08-19T10:00:00+00:00"
"DEFI-PERP",0.000075,"2020-08-19T09:00:00+00:00"
"DEFI-PERP",0.000091,"2020-08-19T08:00:00+00:00"
"DEFI-PERP",0.00004,"2020-08-19T07:00:00+00:00"
"DEFI-PERP",0.00014,"2020-08-19T06:00:00+00:00"
"DEFI-PERP",0.000016,"2020-08-19T05:00:00+00:00"
"DEFI-PERP",0.000078,"2020-08-19T04:00:00+00:00"
"DEFI-PERP",0.000189,"2020-08-19T03:00:00+00:00"
"DEFI-PERP",0.0002,"2020-08-19T02:00:00+00:00"
"DEFI-PERP",0.00024,"2020-08-19T01:00:00+00:00"
"DEFI-PERP",0.000268,"2020-08-19T00:00:00+00:00"
"DEFI-PERP",0.000293,"2020-08-18T23:00:00+00:00"
"DEFI-PERP",0.00027,"2020-08-18T22:00:00+00:00"
"DEFI-PERP",0.000259,"2020-08-18T21:00:00+00:00"
"DEFI-PERP",0.000273,"2020-08-18T20:00:00+00:00"
"DEFI-PERP",0.000268,"2020-08-18T19:00:00+00:00"
"DEFI-PERP",0.000258,"2020-08-18T18:00:00+00:00"
"DEFI-PERP",0.000263,"2020-08-18T17:00:00+00:00"
"DEFI-PERP",0.000365,"2020-08-18T16:00:00+00:00"
"DEFI-PERP",0.000188,"2020-08-18T15:00:00+00:00"
"DEFI-PERP",0.000166,"2020-08-18T14:00:00+00:00"
"DEFI-PERP",0.000209,"2020-08-18T13:00:00+00:00"
"DEFI-PERP",0.000313,"2020-08-18T12:00:00+00:00"
"DEFI-PERP",0.000356,"2020-08-18T11:00:00+00:00"
"DEFI-PERP",0.00036,"2020-08-18T10:00:00+00:00"
"DEFI-PERP",0.000324,"2020-08-18T09:00:00+00:00"
"DEFI-PERP",0.00027,"2020-08-18T08:00:00+00:00"
"DEFI-PERP",0.00027,"2020-08-18T07:00:00+00:00"
"DEFI-PERP",0.000246,"2020-08-18T06:00:00+00:00"
"DEFI-PERP",0.000224,"2020-08-18T05:00:00+00:00"
"DEFI-PERP",0.000211,"2020-08-18T04:00:00+00:00"
"DEFI-PERP",0.000248,"2020-08-18T03:00:00+00:00"
"DEFI-PERP",0.00025,"2020-08-18T02:00:00+00:00"
"DEFI-PERP",0.000259,"2020-08-18T01:00:00+00:00"
"DEFI-PERP",0.000261,"2020-08-18T00:00:00+00:00"
"DEFI-PERP",0.000258,"2020-08-17T23:00:00+00:00"
"DEFI-PERP",0.000291,"2020-08-17T22:00:00+00:00"
"DEFI-PERP",0.000244,"2020-08-17T21:00:00+00:00"
"DEFI-PERP",0.000332,"2020-08-17T20:00:00+00:00"
"DEFI-PERP",0.000336,"2020-08-17T19:00:00+00:00"
"DEFI-PERP",0.000326,"2020-08-17T18:00:00+00:00"
"DEFI-PERP",0.000239,"2020-08-17T17:00:00+00:00"
"DEFI-PERP",0.000111,"2020-08-17T16:00:00+00:00"
"DEFI-PERP",0.000154,"2020-08-17T15:00:00+00:00"
"DEFI-PERP",0.000103,"2020-08-17T14:00:00+00:00"
"DEFI-PERP",-0.000045,"2020-08-17T13:00:00+00:00"
"DEFI-PERP",0.000125,"2020-08-17T12:00:00+00:00"
"DEFI-PERP",0.000178,"2020-08-17T11:00:00+00:00"
"DEFI-PERP",0.000132,"2020-08-17T10:00:00+00:00"
"DEFI-PERP",0.000071,"2020-08-17T09:00:00+00:00"
"DEFI-PERP",0.000036,"2020-08-17T08:00:00+00:00"
"DEFI-PERP",-0.000014,"2020-08-17T07:00:00+00:00"
"DEFI-PERP",0.000004,"2020-08-17T06:00:00+00:00"
"DEFI-PERP",-0.000037,"2020-08-17T05:00:00+00:00"
"DEFI-PERP",0.000004,"2020-08-17T04:00:00+00:00"
"DEFI-PERP",-0.000048,"2020-08-17T03:00:00+00:00"
"DEFI-PERP",-0.00006,"2020-08-17T02:00:00+00:00"
"DEFI-PERP",-0.000052,"2020-08-17T01:00:00+00:00"
"DEFI-PERP",-0.000046,"2020-08-17T00:00:00+00:00"
"DEFI-PERP",-0.00002,"2020-08-16T23:00:00+00:00"
"DEFI-PERP",-0.000029,"2020-08-16T22:00:00+00:00"
"DEFI-PERP",-0.000023,"2020-08-16T21:00:00+00:00"
"DEFI-PERP",0.000001,"2020-08-16T20:00:00+00:00"
"DEFI-PERP",0.000017,"2020-08-16T19:00:00+00:00"
"DEFI-PERP",0.000056,"2020-08-16T18:00:00+00:00"
"DEFI-PERP",0.000106,"2020-08-16T17:00:00+00:00"
"DEFI-PERP",-0.000017,"2020-08-16T16:00:00+00:00"
"DEFI-PERP",-0.000077,"2020-08-16T15:00:00+00:00"
"DEFI-PERP",-0.000035,"2020-08-16T14:00:00+00:00"
"DEFI-PERP",-0.000107,"2020-08-16T13:00:00+00:00"
"DEFI-PERP",-0.00004,"2020-08-16T12:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-08-16T11:00:00+00:00"
"DEFI-PERP",-0.000073,"2020-08-16T10:00:00+00:00"
"DEFI-PERP",-0.000145,"2020-08-16T09:00:00+00:00"
"DEFI-PERP",-0.000066,"2020-08-16T08:00:00+00:00"
"DEFI-PERP",-0.000023,"2020-08-16T07:00:00+00:00"
"DEFI-PERP",-0.000002,"2020-08-16T06:00:00+00:00"
"DEFI-PERP",-0.000011,"2020-08-16T05:00:00+00:00"
"DEFI-PERP",-0.00001,"2020-08-16T04:00:00+00:00"
"DEFI-PERP",-0.000027,"2020-08-16T03:00:00+00:00"
"DEFI-PERP",0.000004,"2020-08-16T02:00:00+00:00"
"DEFI-PERP",-0.000007,"2020-08-16T01:00:00+00:00"
"DEFI-PERP",0.000002,"2020-08-16T00:00:00+00:00"
"DEFI-PERP",0,"2020-08-15T23:00:00+00:00"
"DEFI-PERP",-0.000033,"2020-08-15T22:00:00+00:00"
"DEFI-PERP",0.000086,"2020-08-15T21:00:00+00:00"
"DEFI-PERP",0.000091,"2020-08-15T20:00:00+00:00"
"DEFI-PERP",0.000162,"2020-08-15T19:00:00+00:00"
"DEFI-PERP",0.000154,"2020-08-15T18:00:00+00:00"
"DEFI-PERP",0.000107,"2020-08-15T17:00:00+00:00"
"DEFI-PERP",0.000033,"2020-08-15T16:00:00+00:00"
"DEFI-PERP",0.000063,"2020-08-15T15:00:00+00:00"
"DEFI-PERP",0.000077,"2020-08-15T14:00:00+00:00"
"DEFI-PERP",0.000039,"2020-08-15T13:00:00+00:00"
"DEFI-PERP",0.000081,"2020-08-15T12:00:00+00:00"
"DEFI-PERP",0.000085,"2020-08-15T11:00:00+00:00"
"DEFI-PERP",0.000086,"2020-08-15T10:00:00+00:00"
"DEFI-PERP",0.000084,"2020-08-15T09:00:00+00:00"
"DEFI-PERP",0.000032,"2020-08-15T08:00:00+00:00"
"DEFI-PERP",0.00002,"2020-08-15T07:00:00+00:00"
"DEFI-PERP",0.000035,"2020-08-15T06:00:00+00:00"
"DEFI-PERP",0.000073,"2020-08-15T05:00:00+00:00"
"DEFI-PERP",0.000071,"2020-08-15T04:00:00+00:00"
"DEFI-PERP",0.00004,"2020-08-15T03:00:00+00:00"
"DEFI-PERP",0.000024,"2020-08-15T02:00:00+00:00"
"DEFI-PERP",0.000044,"2020-08-15T01:00:00+00:00"
"DEFI-PERP",0.000091,"2020-08-15T00:00:00+00:00"
"DEFI-PERP",0.000098,"2020-08-14T23:00:00+00:00"
"DEFI-PERP",0.000205,"2020-08-14T22:00:00+00:00"
"DEFI-PERP",0.000151,"2020-08-14T21:00:00+00:00"
"DEFI-PERP",0.000011,"2020-08-14T20:00:00+00:00"
"DEFI-PERP",0.00027,"2020-08-14T19:00:00+00:00"
"DEFI-PERP",0.000395,"2020-08-14T18:00:00+00:00"
"DEFI-PERP",0.000439,"2020-08-14T17:00:00+00:00"
"DEFI-PERP",0.000429,"2020-08-14T16:00:00+00:00"
"DEFI-PERP",0.000452,"2020-08-14T15:00:00+00:00"
"DEFI-PERP",0.000483,"2020-08-14T14:00:00+00:00"
"DEFI-PERP",0.000519,"2020-08-14T13:00:00+00:00"
"DEFI-PERP",0.000487,"2020-08-14T12:00:00+00:00"
"DEFI-PERP",0.00041,"2020-08-14T11:00:00+00:00"
"DEFI-PERP",0.000382,"2020-08-14T10:00:00+00:00"
"DEFI-PERP",0.000363,"2020-08-14T09:00:00+00:00"
"DEFI-PERP",0.00038,"2020-08-14T08:00:00+00:00"
"DEFI-PERP",0.000336,"2020-08-14T07:00:00+00:00"
"DEFI-PERP",0.0003,"2020-08-14T06:00:00+00:00"
"DEFI-PERP",0.000307,"2020-08-14T05:00:00+00:00"
"DEFI-PERP",0.000513,"2020-08-14T04:00:00+00:00"
"DEFI-PERP",0.000302,"2020-08-14T03:00:00+00:00"
"DEFI-PERP",0.000298,"2020-08-14T02:00:00+00:00"
"DEFI-PERP",0.000302,"2020-08-14T01:00:00+00:00"
"DEFI-PERP",0.000311,"2020-08-14T00:00:00+00:00"
"DEFI-PERP",0.000377,"2020-08-13T23:00:00+00:00"
"DEFI-PERP",0.000338,"2020-08-13T22:00:00+00:00"
"DEFI-PERP",0.000412,"2020-08-13T21:00:00+00:00"
"DEFI-PERP",0.000398,"2020-08-13T20:00:00+00:00"
"DEFI-PERP",0.000428,"2020-08-13T19:00:00+00:00"
"DEFI-PERP",0.000422,"2020-08-13T18:00:00+00:00"
"DEFI-PERP",0.00037,"2020-08-13T17:00:00+00:00"
"DEFI-PERP",0.000341,"2020-08-13T16:00:00+00:00"
"DEFI-PERP",0.000323,"2020-08-13T15:00:00+00:00"
"DEFI-PERP",0.000258,"2020-08-13T14:00:00+00:00"
"DEFI-PERP",0.000315,"2020-08-13T13:00:00+00:00"
"DEFI-PERP",0.000331,"2020-08-13T12:00:00+00:00"
"DEFI-PERP",0.000352,"2020-08-13T11:00:00+00:00"
"DEFI-PERP",0.000184,"2020-08-13T10:00:00+00:00"
"DEFI-PERP",-0.000227,"2020-08-13T09:00:00+00:00"
"DEFI-PERP",0.000274,"2020-08-13T08:00:00+00:00"
"DEFI-PERP",0.000305,"2020-08-13T07:00:00+00:00"
"DEFI-PERP",0.000363,"2020-08-13T06:00:00+00:00"
"DEFI-PERP",0.000392,"2020-08-13T05:00:00+00:00"
"DEFI-PERP",0.000375,"2020-08-13T04:00:00+00:00"
"DEFI-PERP",0.000337,"2020-08-13T03:00:00+00:00"
"DEFI-PERP",0.00034,"2020-08-13T02:00:00+00:00"
"DEFI-PERP",0.000325,"2020-08-13T01:00:00+00:00"
"DEFI-PERP",0.000329,"2020-08-13T00:00:00+00:00"
"DEFI-PERP",0.000265,"2020-08-12T23:00:00+00:00"
"DEFI-PERP",0.000319,"2020-08-12T22:00:00+00:00"
"DEFI-PERP",0.000303,"2020-08-12T21:00:00+00:00"
"DEFI-PERP",0.000285,"2020-08-12T20:00:00+00:00"
"DEFI-PERP",0.000196,"2020-08-12T19:00:00+00:00"
"DEFI-PERP",0.0003,"2020-08-12T18:00:00+00:00"
"DEFI-PERP",0.000258,"2020-08-12T17:00:00+00:00"
"DEFI-PERP",0.000218,"2020-08-12T16:00:00+00:00"
"DEFI-PERP",0.000293,"2020-08-12T15:00:00+00:00"
"DEFI-PERP",0.000087,"2020-08-12T14:00:00+00:00"
"DEFI-PERP",0.00007,"2020-08-12T13:00:00+00:00"
"DEFI-PERP",0.00012,"2020-08-12T12:00:00+00:00"
"DEFI-PERP",0.000031,"2020-08-12T11:00:00+00:00"
"DEFI-PERP",0.000098,"2020-08-12T10:00:00+00:00"
"DEFI-PERP",0.000094,"2020-08-12T09:00:00+00:00"
"DEFI-PERP",0.000124,"2020-08-12T08:00:00+00:00"
"DEFI-PERP",0.00014,"2020-08-12T07:00:00+00:00"
"DEFI-PERP",0.000153,"2020-08-12T06:00:00+00:00"
"DEFI-PERP",0.000152,"2020-08-12T05:00:00+00:00"
"DEFI-PERP",0.000144,"2020-08-12T04:00:00+00:00"
"DEFI-PERP",0.00022,"2020-08-12T03:00:00+00:00"
"DEFI-PERP",0.000216,"2020-08-12T02:00:00+00:00"
"DEFI-PERP",0.000218,"2020-08-12T01:00:00+00:00"
"DEFI-PERP",0.000341,"2020-08-12T00:00:00+00:00"
"DEFI-PERP",0.000336,"2020-08-11T23:00:00+00:00"
"DEFI-PERP",0.000305,"2020-08-11T22:00:00+00:00"
"DEFI-PERP",0.000343,"2020-08-11T21:00:00+00:00"
"DEFI-PERP",0.000531,"2020-08-11T20:00:00+00:00"
"DEFI-PERP",0.000427,"2020-08-11T19:00:00+00:00"
"DEFI-PERP",0.00043,"2020-08-11T18:00:00+00:00"
"DEFI-PERP",0.000337,"2020-08-11T17:00:00+00:00"
"DEFI-PERP",0.000262,"2020-08-11T16:00:00+00:00"
"DEFI-PERP",0.00022,"2020-08-11T15:00:00+00:00"
"DEFI-PERP",0.000274,"2020-08-11T14:00:00+00:00"
"DEFI-PERP",0.000286,"2020-08-11T13:00:00+00:00"
"DEFI-PERP",0.000323,"2020-08-11T12:00:00+00:00"
"DEFI-PERP",0.000302,"2020-08-11T11:00:00+00:00"
"DEFI-PERP",0.000311,"2020-08-11T10:00:00+00:00"
"DEFI-PERP",0.000246,"2020-08-11T09:00:00+00:00"
"DEFI-PERP",0.000156,"2020-08-11T08:00:00+00:00"
"DEFI-PERP",0.000178,"2020-08-11T07:00:00+00:00"
"DEFI-PERP",0.000197,"2020-08-11T06:00:00+00:00"
"DEFI-PERP",0.000143,"2020-08-11T05:00:00+00:00"
"DEFI-PERP",0.000166,"2020-08-11T04:00:00+00:00"
"DEFI-PERP",0.000156,"2020-08-11T03:00:00+00:00"
"DEFI-PERP",0.00012,"2020-08-11T02:00:00+00:00"
"DEFI-PERP",0.000065,"2020-08-11T01:00:00+00:00"
"DEFI-PERP",0.000053,"2020-08-11T00:00:00+00:00"
"DEFI-PERP",0.000044,"2020-08-10T23:00:00+00:00"
"DEFI-PERP",0.000093,"2020-08-10T22:00:00+00:00"
"DEFI-PERP",0.000126,"2020-08-10T21:00:00+00:00"
"DEFI-PERP",0.000156,"2020-08-10T20:00:00+00:00"
"DEFI-PERP",0.000104,"2020-08-10T19:00:00+00:00"
"DEFI-PERP",0.000049,"2020-08-10T18:00:00+00:00"
"DEFI-PERP",0.000148,"2020-08-10T17:00:00+00:00"
"DEFI-PERP",0.000165,"2020-08-10T16:00:00+00:00"
"DEFI-PERP",0.000174,"2020-08-10T15:00:00+00:00"
"DEFI-PERP",0.000157,"2020-08-10T14:00:00+00:00"
"DEFI-PERP",0.00016,"2020-08-10T13:00:00+00:00"
"DEFI-PERP",0.000122,"2020-08-10T12:00:00+00:00"
"DEFI-PERP",0.000148,"2020-08-10T11:00:00+00:00"
"DEFI-PERP",0.00011,"2020-08-10T10:00:00+00:00"
"DEFI-PERP",0.000105,"2020-08-10T09:00:00+00:00"
"DEFI-PERP",0.000104,"2020-08-10T08:00:00+00:00"
"DEFI-PERP",0.000087,"2020-08-10T07:00:00+00:00"
"DEFI-PERP",0.000124,"2020-08-10T06:00:00+00:00"
"DEFI-PERP",0.00015,"2020-08-10T05:00:00+00:00"
"DEFI-PERP",0.000152,"2020-08-10T04:00:00+00:00"
"DEFI-PERP",0.000159,"2020-08-10T03:00:00+00:00"
"DEFI-PERP",0.000245,"2020-08-10T02:00:00+00:00"
"DEFI-PERP",0.00027,"2020-08-10T01:00:00+00:00"
"DEFI-PERP",0.000268,"2020-08-10T00:00:00+00:00"
"DEFI-PERP",0.000271,"2020-08-09T23:00:00+00:00"
"DEFI-PERP",0.000302,"2020-08-09T22:00:00+00:00"
"DEFI-PERP",0.000248,"2020-08-09T21:00:00+00:00"
"DEFI-PERP",0.000224,"2020-08-09T20:00:00+00:00"
"DEFI-PERP",0.000188,"2020-08-09T19:00:00+00:00"
"DEFI-PERP",0.000187,"2020-08-09T18:00:00+00:00"
"DEFI-PERP",0.000172,"2020-08-09T17:00:00+00:00"
"DEFI-PERP",0.00015,"2020-08-09T16:00:00+00:00"
"DEFI-PERP",0.000106,"2020-08-09T15:00:00+00:00"
"DEFI-PERP",0.000077,"2020-08-09T14:00:00+00:00"
"DEFI-PERP",0.000099,"2020-08-09T13:00:00+00:00"
"DEFI-PERP",0.00007,"2020-08-09T12:00:00+00:00"
"DEFI-PERP",0.000027,"2020-08-09T11:00:00+00:00"
"DEFI-PERP",0.000101,"2020-08-09T10:00:00+00:00"
"DEFI-PERP",0.000097,"2020-08-09T09:00:00+00:00"
"DEFI-PERP",0.000098,"2020-08-09T08:00:00+00:00"
"DEFI-PERP",0.000088,"2020-08-09T07:00:00+00:00"
"DEFI-PERP",0.000065,"2020-08-09T06:00:00+00:00"
"DEFI-PERP",0.000081,"2020-08-09T05:00:00+00:00"
"DEFI-PERP",0.000077,"2020-08-09T04:00:00+00:00"
"DEFI-PERP",0.000057,"2020-08-09T03:00:00+00:00"
"DEFI-PERP",0.000112,"2020-08-09T02:00:00+00:00"
"DEFI-PERP",0.000145,"2020-08-09T01:00:00+00:00"
"DEFI-PERP",0.000188,"2020-08-09T00:00:00+00:00"
"DEFI-PERP",0.00019,"2020-08-08T23:00:00+00:00"
"DEFI-PERP",0.000164,"2020-08-08T22:00:00+00:00"
"DEFI-PERP",0.000159,"2020-08-08T21:00:00+00:00"
"DEFI-PERP",0.00013,"2020-08-08T20:00:00+00:00"
"DEFI-PERP",0.000128,"2020-08-08T19:00:00+00:00"
"DEFI-PERP",0.000176,"2020-08-08T18:00:00+00:00"
"DEFI-PERP",0.000207,"2020-08-08T17:00:00+00:00"
"DEFI-PERP",0.000238,"2020-08-08T16:00:00+00:00"
"DEFI-PERP",0.000257,"2020-08-08T15:00:00+00:00"
"DEFI-PERP",0.000184,"2020-08-08T14:00:00+00:00"
"DEFI-PERP",0.000073,"2020-08-08T13:00:00+00:00"
"DEFI-PERP",0.000053,"2020-08-08T12:00:00+00:00"
"DEFI-PERP",0.000035,"2020-08-08T11:00:00+00:00"
"DEFI-PERP",0.000006,"2020-08-08T10:00:00+00:00"
"DEFI-PERP",0.000047,"2020-08-08T09:00:00+00:00"
"DEFI-PERP",0.000057,"2020-08-08T08:00:00+00:00"
"DEFI-PERP",0.000055,"2020-08-08T07:00:00+00:00"
"DEFI-PERP",0.000044,"2020-08-08T06:00:00+00:00"
"DEFI-PERP",0.000065,"2020-08-08T05:00:00+00:00"
"DEFI-PERP",0.000071,"2020-08-08T04:00:00+00:00"
"DEFI-PERP",0.000074,"2020-08-08T03:00:00+00:00"
"DEFI-PERP",0.000073,"2020-08-08T02:00:00+00:00"
"DEFI-PERP",0.000064,"2020-08-08T01:00:00+00:00"
"DEFI-PERP",0.000049,"2020-08-08T00:00:00+00:00"
"DEFI-PERP",0.000021,"2020-08-07T23:00:00+00:00"
"DEFI-PERP",0.000039,"2020-08-07T22:00:00+00:00"
"DEFI-PERP",0.000038,"2020-08-07T21:00:00+00:00"
"DEFI-PERP",0.000101,"2020-08-07T20:00:00+00:00"
"DEFI-PERP",0.000177,"2020-08-07T19:00:00+00:00"
"DEFI-PERP",0.000095,"2020-08-07T18:00:00+00:00"
"DEFI-PERP",0.000102,"2020-08-07T17:00:00+00:00"
"DEFI-PERP",0.000069,"2020-08-07T16:00:00+00:00"
"DEFI-PERP",0.000142,"2020-08-07T15:00:00+00:00"
"DEFI-PERP",0.000146,"2020-08-07T14:00:00+00:00"
"DEFI-PERP",0.000139,"2020-08-07T13:00:00+00:00"
"DEFI-PERP",0.000121,"2020-08-07T12:00:00+00:00"
"DEFI-PERP",0.000072,"2020-08-07T11:00:00+00:00"
"DEFI-PERP",0.000139,"2020-08-07T10:00:00+00:00"
"DEFI-PERP",0.000178,"2020-08-07T09:00:00+00:00"
"DEFI-PERP",0.000139,"2020-08-07T08:00:00+00:00"
"DEFI-PERP",0.000076,"2020-08-07T07:00:00+00:00"
"DEFI-PERP",0.000233,"2020-08-07T06:00:00+00:00"
"DEFI-PERP",0.000244,"2020-08-07T05:00:00+00:00"
"DEFI-PERP",0.000249,"2020-08-07T04:00:00+00:00"
"DEFI-PERP",0.000223,"2020-08-07T03:00:00+00:00"
"DEFI-PERP",0.000224,"2020-08-07T02:00:00+00:00"
"DEFI-PERP",0.000211,"2020-08-07T01:00:00+00:00"
"DEFI-PERP",0.000242,"2020-08-07T00:00:00+00:00"
"DEFI-PERP",0.000207,"2020-08-06T23:00:00+00:00"
"DEFI-PERP",0.000181,"2020-08-06T22:00:00+00:00"
"DEFI-PERP",0.000065,"2020-08-06T21:00:00+00:00"
"DEFI-PERP",0.000065,"2020-08-06T20:00:00+00:00"
"DEFI-PERP",0.00006,"2020-08-06T19:00:00+00:00"
"DEFI-PERP",0.000038,"2020-08-06T18:00:00+00:00"
"DEFI-PERP",0.000013,"2020-08-06T17:00:00+00:00"
"DEFI-PERP",0.000046,"2020-08-06T16:00:00+00:00"
"DEFI-PERP",0.00008,"2020-08-06T15:00:00+00:00"
"DEFI-PERP",0.000132,"2020-08-06T14:00:00+00:00"
"DEFI-PERP",-0.000047,"2020-09-17T05:00:00+00:00"
"DEFI-PERP",-0.000041,"2020-09-17T04:00:00+00:00"
"DEFI-PERP",0.000036,"2020-09-17T03:00:00+00:00"
"DEFI-PERP",0.000079,"2020-09-17T02:00:00+00:00"
"DEFI-PERP",0.000083,"2020-09-17T01:00:00+00:00"
"DEFI-PERP",0.000054,"2020-09-17T00:00:00+00:00"
"DEFI-PERP",0.000071,"2020-09-16T23:00:00+00:00"
"DEFI-PERP",0.000066,"2020-09-16T22:00:00+00:00"
"DEFI-PERP",0.000081,"2020-09-16T21:00:00+00:00"
"DEFI-PERP",0.000087,"2020-09-16T20:00:00+00:00"
"DEFI-PERP",0.00002,"2020-09-16T19:00:00+00:00"
"DEFI-PERP",0.000037,"2020-09-16T18:00:00+00:00"
"DEFI-PERP",0.000044,"2020-09-16T17:00:00+00:00"
"DEFI-PERP",-0.000011,"2020-09-16T16:00:00+00:00"
"DEFI-PERP",-0.000026,"2020-09-16T15:00:00+00:00"
"DEFI-PERP",-0.000002,"2020-09-16T14:00:00+00:00"
"DEFI-PERP",0,"2020-09-16T13:00:00+00:00"
"DEFI-PERP",-0.000051,"2020-09-16T12:00:00+00:00"
"DEFI-PERP",-0.000053,"2020-09-16T11:00:00+00:00"
"DEFI-PERP",-0.000064,"2020-09-16T10:00:00+00:00"
"DEFI-PERP",-0.000057,"2020-09-16T09:00:00+00:00"
"DEFI-PERP",-0.000073,"2020-09-16T08:00:00+00:00"
"DEFI-PERP",-0.00008,"2020-09-16T07:00:00+00:00"
"DEFI-PERP",-0.000038,"2020-09-16T06:00:00+00:00"
"DEFI-PERP",-0.000086,"2020-09-16T05:00:00+00:00"
"DEFI-PERP",-0.000081,"2020-09-16T04:00:00+00:00"
"DEFI-PERP",-0.000096,"2020-09-16T03:00:00+00:00"
"DEFI-PERP",-0.000089,"2020-09-16T02:00:00+00:00"
"DEFI-PERP",-0.000123,"2020-09-16T01:00:00+00:00"
"DEFI-PERP",-0.000096,"2020-09-16T00:00:00+00:00"
"DEFI-PERP",-0.00006,"2020-09-15T23:00:00+00:00"
"DEFI-PERP",-0.000053,"2020-09-15T22:00:00+00:00"
"DEFI-PERP",-0.000014,"2020-09-15T21:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-09-15T20:00:00+00:00"
"DEFI-PERP",0.000041,"2020-09-15T19:00:00+00:00"
"DEFI-PERP",0.000043,"2020-09-15T18:00:00+00:00"
"DEFI-PERP",0.000035,"2020-09-15T17:00:00+00:00"
"DEFI-PERP",0.000003,"2020-09-15T16:00:00+00:00"
"DEFI-PERP",0.000021,"2020-09-15T15:00:00+00:00"
"DEFI-PERP",-0.000003,"2020-09-15T14:00:00+00:00"
"DEFI-PERP",0.000046,"2020-09-15T13:00:00+00:00"
"DEFI-PERP",0.000081,"2020-09-15T12:00:00+00:00"
"DEFI-PERP",0.00003,"2020-09-15T11:00:00+00:00"
"DEFI-PERP",-0.000018,"2020-09-15T10:00:00+00:00"
"DEFI-PERP",-0.000011,"2020-09-15T09:00:00+00:00"
"DEFI-PERP",0.000011,"2020-09-15T08:00:00+00:00"
"DEFI-PERP",0.000003,"2020-09-15T07:00:00+00:00"
"DEFI-PERP",0.00001,"2020-09-15T06:00:00+00:00"
"DEFI-PERP",0.000018,"2020-09-15T05:00:00+00:00"
"DEFI-PERP",0.000023,"2020-09-15T04:00:00+00:00"
"DEFI-PERP",0.000041,"2020-09-15T03:00:00+00:00"
"DEFI-PERP",0.000029,"2020-09-15T02:00:00+00:00"
"DEFI-PERP",0.000026,"2020-09-15T01:00:00+00:00"
"DEFI-PERP",0.000017,"2020-09-15T00:00:00+00:00"
"DEFI-PERP",0.000049,"2020-09-14T23:00:00+00:00"
"DEFI-PERP",0.000058,"2020-09-14T22:00:00+00:00"
"DEFI-PERP",0.000045,"2020-09-14T21:00:00+00:00"
"DEFI-PERP",0.000031,"2020-09-14T20:00:00+00:00"
"DEFI-PERP",0.000032,"2020-09-14T19:00:00+00:00"
"DEFI-PERP",0.000053,"2020-09-14T18:00:00+00:00"
"DEFI-PERP",0.000069,"2020-09-14T17:00:00+00:00"
"DEFI-PERP",0.000095,"2020-09-14T16:00:00+00:00"
"DEFI-PERP",0.000097,"2020-09-14T15:00:00+00:00"
"DEFI-PERP",0.000126,"2020-09-14T14:00:00+00:00"
"DEFI-PERP",0.000109,"2020-09-14T13:00:00+00:00"
"DEFI-PERP",0.000096,"2020-09-14T12:00:00+00:00"
"DEFI-PERP",0.000076,"2020-09-14T11:00:00+00:00"
"DEFI-PERP",0.000067,"2020-09-14T10:00:00+00:00"
"DEFI-PERP",0.000093,"2020-09-14T09:00:00+00:00"
"DEFI-PERP",0.00006,"2020-09-14T08:00:00+00:00"
"DEFI-PERP",0.000057,"2020-09-14T07:00:00+00:00"
"DEFI-PERP",0.000058,"2020-09-14T06:00:00+00:00"
"DEFI-PERP",0.000055,"2020-09-14T05:00:00+00:00"
"DEFI-PERP",0.000052,"2020-09-14T04:00:00+00:00"
"DEFI-PERP",0.000067,"2020-09-14T03:00:00+00:00"
"DEFI-PERP",0.000048,"2020-09-14T02:00:00+00:00"
"DEFI-PERP",0.00004,"2020-09-14T01:00:00+00:00"
"DEFI-PERP",0.000062,"2020-09-14T00:00:00+00:00"
"DEFI-PERP",0.000033,"2020-09-13T23:00:00+00:00"
"DEFI-PERP",0.000022,"2020-09-13T22:00:00+00:00"
"DEFI-PERP",0.000024,"2020-09-13T21:00:00+00:00"
"DEFI-PERP",-0.000013,"2020-09-13T20:00:00+00:00"
