"close","high","low","open","startTime","time","volume"
2177.2,2182.85,2167.1,2177.45,"2020-12-14T07:00:00+00:00",1607929200000,0
2186.8,2186.8,2176.3,2177.2,"2020-12-14T08:00:00+00:00",1607932800000,365.1025
2193.6,2197.2,2186.8,2186.8,"2020-12-14T09:00:00+00:00",1607936400000,1115.2945
2166.6,2201.9,2165.3,2193.6,"2020-12-14T10:00:00+00:00",1607940000000,12399.4976
2165,2173.4,2153.9,2166.6,"2020-12-14T11:00:00+00:00",1607943600000,14812.4745
2159.8,2173,2156.5,2165,"2020-12-14T12:00:00+00:00",1607947200000,1281.4345
2169.9,2169.9,2148.3,2159.8,"2020-12-14T13:00:00+00:00",1607950800000,0
2180.7,2181.5,2157.4,2169.9,"2020-12-14T14:00:00+00:00",1607954400000,2050.4337
2221.4,2223.1,2179.8,2180.7,"2020-12-14T15:00:00+00:00",1607958000000,28831.3909
2215.6,2233.1,2209.3,2221.4,"2020-12-14T16:00:00+00:00",1607961600000,38947.2089
2215.8,2215.8,2210.7,2215.6,"2020-12-14T17:00:00+00:00",1607965200000,0
2235,2235,2215.8,2215.8,"2020-12-14T18:00:00+00:00",1607968800000,4466.9781
2230.1,2235,2227.6,2235,"2020-12-14T19:00:00+00:00",1607972400000,289.8032
2250.2,2250.5,2228,2230.1,"2020-12-14T20:00:00+00:00",1607976000000,12803.0349
2273.7,2283.5,2250.2,2250.5,"2020-12-14T21:00:00+00:00",1607979600000,33268.6406
2301.9,2301.9,2273.1,2273.7,"2020-12-14T22:00:00+00:00",1607983200000,55474.4772
2302,2305.9,2289.5,2301.9,"2020-12-14T23:00:00+00:00",1607986800000,91348.7323
2327,2331.9,2302,2302,"2020-12-15T00:00:00+00:00",1607990400000,35449.3305
2337.6,2342.1,2324.2,2327,"2020-12-15T01:00:00+00:00",1607994000000,89755.824
2346.5,2357.3,2336.9,2337.6,"2020-12-15T02:00:00+00:00",1607997600000,33558.4766
2349.2,2363,2342.3,2346.7,"2020-12-15T03:00:00+00:00",1608001200000,28810.0659
2300.9,2349.2,2300.6,2349.2,"2020-12-15T04:00:00+00:00",1608004800000,8128.853
2289.6,2308,2274.2,2300.9,"2020-12-15T05:00:00+00:00",1608008400000,15378.2369
2294.3,2295.6,2288.4,2289.6,"2020-12-15T06:00:00+00:00",1608012000000,485.53
2309.3,2309.3,2291.8,2294.3,"2020-12-15T07:00:00+00:00",1608015600000,2298.3
2306.7,2312.9,2298.3,2309.3,"2020-12-15T08:00:00+00:00",1608019200000,0
2307.3,2309.3,2285.5,2306.7,"2020-12-15T09:00:00+00:00",1608022800000,0
2327.7,2328.9,2298.3,2307.3,"2020-12-15T10:00:00+00:00",1608026400000,0
2326.7,2330,2320.2,2327.7,"2020-12-15T11:00:00+00:00",1608030000000,0
2331.2,2343.5,2325.6,2326.7,"2020-12-15T12:00:00+00:00",1608033600000,0
