"close","high","low","open","startTime","time","volume"
227.62,228.38,227.41,227.76,"2019-07-20T12:00:00+00:00",1563624000000,0
227.06,230.33,225.93,227.62,"2019-07-20T13:00:00+00:00",1563627600000,0
228.8,228.91,227.01,227.06,"2019-07-20T14:00:00+00:00",1563631200000,0
231.9,232.33,228.01,228.8,"2019-07-20T15:00:00+00:00",1563634800000,0
235.48,236.97,231.49,231.9,"2019-07-20T16:00:00+00:00",1563638400000,0
233.77,236.7,232.98,235.88,"2019-07-20T17:00:00+00:00",1563642000000,0
233.99,234.32,233.23,233.69,"2019-07-20T18:00:00+00:00",1563645600000,0
232.98,234.04,232.53,233.99,"2019-07-20T19:00:00+00:00",1563649200000,0
233.33,233.42,232.41,233.04,"2019-07-20T20:00:00+00:00",1563652800000,0
234.65,234.65,232.71,233.33,"2019-07-20T21:00:00+00:00",1563656400000,0
234.12,235.74,233.29,234.65,"2019-07-20T22:00:00+00:00",1563660000000,0
229.27,235.51,226.83,234.12,"2019-07-20T23:00:00+00:00",1563663600000,0
229.85,230.56,227.62,229.27,"2019-07-21T00:00:00+00:00",1563667200000,0
229.35,229.93,228.66,229.85,"2019-07-21T01:00:00+00:00",1563670800000,0
226.19,229.35,225.91,229.35,"2019-07-21T02:00:00+00:00",1563674400000,0
225.35,226.34,223.58,226.19,"2019-07-21T03:00:00+00:00",1563678000000,0
227.48,228.02,224.23,225.35,"2019-07-21T04:00:00+00:00",1563681600000,0
226.3,227.51,225.89,227.48,"2019-07-21T05:00:00+00:00",1563685200000,0
226.24,227.31,225.66,226.3,"2019-07-21T06:00:00+00:00",1563688800000,0
226.72,227.78,225.8,226.24,"2019-07-21T07:00:00+00:00",1563692400000,0
227.98,227.98,225.04,226.72,"2019-07-21T08:00:00+00:00",1563696000000,0
228.07,229.8,227.88,227.98,"2019-07-21T09:00:00+00:00",1563699600000,0
226.37,228.25,225.74,228.07,"2019-07-21T10:00:00+00:00",1563703200000,0
227.09,228.1,225.54,226.39,"2019-07-21T11:00:00+00:00",1563706800000,0
224.8,227.42,224.14,227.09,"2019-07-21T12:00:00+00:00",1563710400000,0
223.82,225,220.91,224.8,"2019-07-21T13:00:00+00:00",1563714000000,0
222.99,224.25,221.42,223.82,"2019-07-21T14:00:00+00:00",1563717600000,0
223.62,224.11,221.42,222.71,"2019-07-21T15:00:00+00:00",1563721200000,0
222.03,225.02,221.51,223.62,"2019-07-21T16:00:00+00:00",1563724800000,0
220.41,222.37,218.6,221.98,"2019-07-21T17:00:00+00:00",1563728400000,0
222.69,222.94,219.8,220.41,"2019-07-21T18:00:00+00:00",1563732000000,0
220.54,222.86,219.7,222.8,"2019-07-21T19:00:00+00:00",1563735600000,0
224.53,225.02,220.14,220.54,"2019-07-21T20:00:00+00:00",1563739200000,0
226.21,227.56,224.12,224.53,"2019-07-21T21:00:00+00:00",1563742800000,0
226.91,227.99,226.06,226.21,"2019-07-21T22:00:00+00:00",1563746400000,0
227.18,227.94,226.07,226.91,"2019-07-21T23:00:00+00:00",1563750000000,0
226.51,229.79,225.6,227.18,"2019-07-22T00:00:00+00:00",1563753600000,0
226.27,227.45,225.74,226.6,"2019-07-22T01:00:00+00:00",1563757200000,0
228.48,228.56,226.22,226.22,"2019-07-22T02:00:00+00:00",1563760800000,0
